time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,personal_budget,org_arrangments,pb_health,pb_education,pb_social,pb_integrated
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,Type of placement,Special - independent,1,0,0,1,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,Type of placement,Special - LA maintained,1,0,0,1,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,Type of placement,Special - non-maintained,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,Type of placement,Special - total,3,0,0,3,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,All personal budgets,All personal budgets,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 10,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 11,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 12,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 13,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 14,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 15,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 16,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 17,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 18,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 19,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 2 and under,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 20 and over,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 3,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 4,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 5,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 6,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 7,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 8,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Child or young persons age,age 9,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Any other ethnic group,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Asian - Any other Asian background,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Asian - Bangladeshi,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Asian - Chinese,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Asian - Indian,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Asian - Pakistani,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Black - Any other Black background,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Black - Black African,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Black - Black Caribbean,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Mixed - Any other Mixed background,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Mixed - White and Asian,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Mixed - White and Black African,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Mixed - White and Black Caribbean,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,Unclassified,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,White - Any other White background,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,White - Gypsy/Roma,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,White - Irish,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,White - Traveller of Irish heritage,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Ethnicity,White - White British,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Autistic spectrum disorder,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Hearing impairment,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Moderate learning difficulty,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Multi-sensory impairment,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Not reported,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Other difficulty or disability,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Physical disability,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Profound and multiple learning difficulty,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Severe learning difficulty,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,"Social, emotional and mental health",0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Specific learning difficulty,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,"Speech, language and communication needs",0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Primary type of need,Vision impairment,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Sex,Female,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Sex,Male,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,AP/PRU - academy,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,AP/PRU - total,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Educated elsewhere - elective home education,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Educated elsewhere - NEET,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Educated elsewhere - other placement settings,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Educated elsewhere - total,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,FE - general FE and tertiary colleges,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,FE - specialist post-16 institutions,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,FE - total,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Mainstream - academy,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Mainstream - academy (SEN unit),0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Mainstream - free school,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Mainstream - independent,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Mainstream - LA maintained,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Mainstream - LA maintained (SEN unit),0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Mainstream - total,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Non-maintained early years,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Placement not recorded,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Special - academy,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Special - free school,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Special - independent,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Special - LA maintained,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Special - non-maintained,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Type of placement,Special - total,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,All personal budgets,All personal budgets,41,41,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 10,2,2,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 11,3,3,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 12,3,3,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 13,2,2,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 14,9,9,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 15,6,6,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 16,3,3,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 17,3,3,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 18,2,2,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 19,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 2 and under,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 20 and over,2,2,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 3,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 4,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 5,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 6,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 7,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 8,2,2,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Child or young persons age,age 9,4,4,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Any other ethnic group,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Asian - Any other Asian background,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Asian - Bangladeshi,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Asian - Pakistani,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Black - Any other Black background,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Black - Black African,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Black - Black Caribbean,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Mixed - Any other Mixed background,2,2,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Mixed - White and Asian,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Mixed - White and Black African,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Mixed - White and Black Caribbean,1,1,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,Unclassified,3,3,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,White - Any other White background,1,1,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,White - Gypsy/Roma,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,White - Irish,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,White - Traveller of Irish heritage,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Ethnicity,White - White British,34,34,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Autistic spectrum disorder,16,16,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Hearing impairment,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Moderate learning difficulty,1,1,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Multi-sensory impairment,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Not reported,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Physical disability,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Profound and multiple learning difficulty,1,1,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Severe learning difficulty,1,1,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,"Social, emotional and mental health",18,18,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Specific learning difficulty,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,"Speech, language and communication needs",4,4,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Primary type of need,Vision impairment,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Sex,Female,8,8,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Sex,Male,33,33,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,AP/PRU - LA maintained,1,1,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,AP/PRU - total,1,1,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Educated elsewhere - elective home education,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Educated elsewhere - NEET,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Educated elsewhere - not in education or training (other),0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Educated elsewhere - other arrangements by LA,25,25,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Educated elsewhere - other arrangements by parents,4,4,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Educated elsewhere - other schools and establishments,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Educated elsewhere - total,29,29,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,FE - general FE and tertiary colleges,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,FE - specialist post-16 institutions,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,FE - total,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,FE - UKRLP provider,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Mainstream - academy,5,5,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Mainstream - free school,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Mainstream - independent,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Mainstream - LA maintained,5,5,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Mainstream - total,10,10,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Non-maintained early years,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Placement not recorded,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Special - independent,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Special - LA maintained,1,1,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Special - non-maintained,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Type of placement,Special - total,1,1,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,All personal budgets,All personal budgets,124,0,0,33,91,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 10,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 11,2,0,0,2,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 12,4,0,0,3,1,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 13,10,0,0,2,8,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 14,10,0,0,6,4,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 15,9,0,0,1,8,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 16,16,0,0,5,11,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 17,8,0,0,1,7,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 18,20,0,0,5,15,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 19,8,0,0,1,7,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 2 and under,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 20 and over,33,0,0,3,30,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 3,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 4,1,0,0,1,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 5,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 6,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 7,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 8,2,0,0,2,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Child or young persons age,age 9,1,0,0,1,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Any other ethnic group,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Asian - Any other Asian background,1,0,0,1,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Asian - Bangladeshi,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Asian - Chinese,1,0,0,0,1,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Asian - Indian,1,0,0,0,1,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Asian - Pakistani,3,0,0,1,2,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Black - Any other Black background,1,0,0,0,1,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Black - Black African,5,0,0,0,5,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Black - Black Caribbean,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Mixed - Any other Mixed background,2,0,0,1,1,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Mixed - White and Asian,2,0,0,0,2,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Mixed - White and Black African,2,0,0,0,2,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Mixed - White and Black Caribbean,2,0,0,2,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,Unclassified,4,0,0,4,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,White - Any other White background,2,0,0,0,2,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,White - Gypsy/Roma,1,0,0,0,1,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,White - Irish,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,White - Traveller of Irish heritage,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Ethnicity,White - White British,97,0,0,24,73,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Primary type of need,Autistic spectrum disorder,42,0,0,17,25,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Primary type of need,Hearing impairment,0,0,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Primary type of need,Moderate learning difficulty,10,0,0,2,8,0
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Primary type of need,Multi-sensory impairment,0,0,0,0,0,0
