time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,personal_budget,org_arrangments,pb_health,pb_education,pb_social,pb_integrated
201920,Academic year,National,E92000001,England,,,,,,All personal budgets,All personal budgets,20346,2235,355,1362,16467,723
201920,Academic year,Regional,E92000001,England,E12000001,North East,,,,All personal budgets,All personal budgets,1403,179,89,62,1003,212
201920,Academic year,Regional,E92000001,England,E12000002,North West,,,,All personal budgets,All personal budgets,4513,378,41,234,3906,40
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,All personal budgets,All personal budgets,1004,100,38,152,740,25
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,All personal budgets,All personal budgets,1327,272,47,89,864,101
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,All personal budgets,All personal budgets,1530,154,12,114,1113,195
201920,Academic year,Regional,E92000001,England,E12000006,East of England,,,,All personal budgets,All personal budgets,3910,563,32,88,3370,92
201920,Academic year,Regional,E92000001,England,E12000007,London,,,,All personal budgets,All personal budgets,3749,341,44,207,3249,23
201920,Academic year,Regional,E92000001,England,E12000008,South East,,,,All personal budgets,All personal budgets,2318,177,39,242,1874,17
201920,Academic year,Regional,E92000001,England,E12000009,South West,,,,All personal budgets,All personal budgets,592,71,13,174,348,18
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,All personal budgets,All personal budgets,165,40,0,24,94,7
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,All personal budgets,All personal budgets,199,1,4,6,176,13
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,All personal budgets,All personal budgets,96,0,1,1,86,8
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,All personal budgets,All personal budgets,107,7,0,0,89,11
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,All personal budgets,All personal budgets,124,124,54,2,68,0
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,All personal budgets,All personal budgets,2,1,1,1,2,2
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,All personal budgets,All personal budgets,170,2,4,2,170,4
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,All personal budgets,All personal budgets,72,0,0,2,0,70
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,All personal budgets,All personal budgets,54,1,0,6,46,1
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,All personal budgets,All personal budgets,11,3,0,8,0,0
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,All personal budgets,All personal budgets,109,0,15,0,0,94
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,All personal budgets,All personal budgets,294,0,10,10,272,2
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,All personal budgets,All personal budgets,1,0,0,0,0,1
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,All personal budgets,All personal budgets,251,138,0,107,0,6
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,All personal budgets,All personal budgets,5,0,0,0,2,3
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,All personal budgets,All personal budgets,89,1,2,6,80,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,All personal budgets,All personal budgets,180,0,0,7,173,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,All personal budgets,All personal budgets,135,3,3,4,125,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,All personal budgets,All personal budgets,231,77,12,5,136,1
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,All personal budgets,All personal budgets,1234,0,13,7,1223,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,All personal budgets,All personal budgets,222,0,1,6,215,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,All personal budgets,All personal budgets,5,4,0,0,0,1
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,All personal budgets,All personal budgets,58,0,1,9,48,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,All personal budgets,All personal budgets,257,56,3,46,165,20
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,All personal budgets,All personal budgets,2,0,0,2,0,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,All personal budgets,All personal budgets,156,49,3,0,148,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,All personal budgets,All personal budgets,263,48,0,0,214,1
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,All personal budgets,All personal budgets,186,0,3,10,173,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,All personal budgets,All personal budgets,160,0,0,5,155,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,All personal budgets,All personal budgets,568,2,0,10,554,2
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,All personal budgets,All personal budgets,30,0,0,0,30,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,All personal budgets,All personal budgets,61,0,0,0,61,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,All personal budgets,All personal budgets,111,0,0,1,105,5
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,All personal budgets,All personal budgets,8,0,0,8,0,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,All personal budgets,All personal budgets,300,0,0,1,299,0
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,All personal budgets,All personal budgets,1,0,0,1,0,0
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,All personal budgets,All personal budgets,5,0,0,3,1,1
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,All personal budgets,All personal budgets,91,0,1,3,91,0
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,All personal budgets,All personal budgets,8,4,0,4,0,0
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,All personal budgets,All personal budgets,26,0,0,26,0,0
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,All personal budgets,All personal budgets,45,30,4,10,0,1
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,All personal budgets,All personal budgets,17,1,0,13,0,3
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,All personal budgets,All personal budgets,22,1,1,21,1,3
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,All personal budgets,All personal budgets,72,0,0,2,70,0
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",All personal budgets,All personal budgets,165,16,31,7,111,0
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,All personal budgets,All personal budgets,176,42,0,26,141,9
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,All personal budgets,All personal budgets,45,1,0,5,39,0
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,All personal budgets,All personal budgets,0,0,0,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,All personal budgets,All personal budgets,158,0,0,16,134,8
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,All personal budgets,All personal budgets,173,5,1,15,152,0
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,All personal budgets,All personal budgets,158,0,0,20,138,0
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,All personal budgets,All personal budgets,8,0,0,8,0,0
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,All personal budgets,All personal budgets,96,0,27,2,67,0
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,All personal budgets,All personal budgets,0,0,0,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,All personal budgets,All personal budgets,1,0,0,1,1,0
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,All personal budgets,All personal budgets,668,186,5,30,367,80
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,All personal budgets,All personal budgets,274,86,15,14,183,21
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,All personal budgets,All personal budgets,121,0,0,13,108,0
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,928,Northamptonshire,All personal budgets,All personal budgets,1,0,0,1,0,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,All personal budgets,All personal budgets,340,33,0,10,297,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,All personal budgets,All personal budgets,36,29,0,7,0,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,All personal budgets,All personal budgets,191,0,0,0,0,191
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,All personal budgets,All personal budgets,132,0,4,49,79,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,All personal budgets,All personal budgets,4,0,0,4,0,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,All personal budgets,All personal budgets,107,39,0,0,94,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,All personal budgets,All personal budgets,66,0,4,2,62,4
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,All personal budgets,All personal budgets,11,11,0,11,0,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,All personal budgets,All personal budgets,8,0,0,8,0,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",All personal budgets,All personal budgets,6,0,0,6,0,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,All personal budgets,All personal budgets,13,1,0,4,8,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,All personal budgets,All personal budgets,93,0,0,3,90,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,All personal budgets,All personal budgets,208,41,2,4,176,0
201920,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,All personal budgets,All personal budgets,315,0,2,6,307,0
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,All personal budgets,All personal budgets,7,0,0,1,6,0
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,All personal budgets,All personal budgets,82,4,0,0,75,3
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,All personal budgets,All personal budgets,2,2,0,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,All personal budgets,All personal budgets,895,375,1,11,651,26
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,All personal budgets,All personal budgets,55,0,4,0,51,0
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,All personal budgets,All personal budgets,18,7,7,17,1,0
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,All personal budgets,All personal budgets,3,1,0,2,0,0
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,All personal budgets,All personal budgets,106,0,0,0,94,12
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,All personal budgets,All personal budgets,707,127,4,3,595,22
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,All personal budgets,All personal budgets,666,45,8,45,576,0
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,All personal budgets,All personal budgets,1369,2,8,9,1321,29
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,All personal budgets,All personal budgets,6,0,0,0,6,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,All personal budgets,All personal budgets,2,0,0,2,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,All personal budgets,All personal budgets,328,156,0,1,166,7
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,All personal budgets,All personal budgets,1,1,0,1,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,All personal budgets,All personal budgets,105,0,0,39,66,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,All personal budgets,All personal budgets,212,125,0,4,170,10
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,All personal budgets,All personal budgets,7,0,0,4,2,1
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,All personal budgets,All personal budgets,169,0,5,8,156,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,All personal budgets,All personal budgets,352,0,1,5,346,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,All personal budgets,All personal budgets,278,48,3,9,218,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,All personal budgets,All personal budgets,147,0,0,21,126,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,All personal budgets,All personal budgets,91,0,14,14,62,2
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,All personal budgets,All personal budgets,4,0,0,3,0,1
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,All personal budgets,All personal budgets,219,0,0,0,219,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,All personal budgets,All personal budgets,113,0,3,7,101,2
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,All personal budgets,All personal budgets,118,0,4,7,111,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,All personal budgets,All personal budgets,317,0,0,17,300,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,All personal budgets,All personal budgets,189,0,7,8,174,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,All personal budgets,All personal budgets,0,0,0,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,All personal budgets,All personal budgets,8,0,0,8,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,All personal budgets,All personal budgets,0,0,0,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,All personal budgets,All personal budgets,292,6,3,7,276,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,All personal budgets,All personal budgets,2,0,0,2,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,All personal budgets,All personal budgets,194,0,0,12,190,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,All personal budgets,All personal budgets,5,0,0,5,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,All personal budgets,All personal budgets,6,0,0,6,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,All personal budgets,All personal budgets,0,0,0,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,All personal budgets,All personal budgets,182,3,3,7,169,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,All personal budgets,All personal budgets,93,0,0,1,92,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,All personal budgets,All personal budgets,149,0,0,2,147,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,All personal budgets,All personal budgets,2,0,0,2,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,All personal budgets,All personal budgets,4,0,0,4,0,0
201920,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,All personal budgets,All personal budgets,154,2,1,1,152,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E10000002,825,Buckinghamshire,All personal budgets,All personal budgets,21,0,0,21,0,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,All personal budgets,All personal budgets,201,0,7,10,184,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,All personal budgets,All personal budgets,154,53,0,1,99,1
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,All personal budgets,All personal budgets,8,2,3,4,1,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,All personal budgets,All personal budgets,34,14,0,28,0,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,All personal budgets,All personal budgets,122,69,0,29,33,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,All personal budgets,All personal budgets,105,0,0,3,102,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,867,Bracknell Forest,All personal budgets,All personal budgets,21,0,11,0,10,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,All personal budgets,All personal budgets,3,0,0,3,0,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,All personal budgets,All personal budgets,76,0,0,9,65,2
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,All personal budgets,All personal budgets,0,0,0,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,All personal budgets,All personal budgets,39,1,1,3,34,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,All personal budgets,All personal budgets,173,0,0,1,172,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,All personal budgets,All personal budgets,25,0,0,25,0,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,All personal budgets,All personal budgets,409,0,1,4,399,5
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,All personal budgets,All personal budgets,109,15,2,41,50,1
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,All personal budgets,All personal budgets,179,0,14,9,164,0
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,All personal budgets,All personal budgets,55,21,0,28,0,8
201920,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,All personal budgets,All personal budgets,584,2,0,23,561,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000053,420,Isles of Scilly,All personal budgets,All personal budgets,1,1,0,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,All personal budgets,All personal budgets,98,0,8,12,78,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",All personal budgets,All personal budgets,229,0,5,10,202,12
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,All personal budgets,All personal budgets,12,3,0,9,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,All personal budgets,All personal budgets,3,0,0,3,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,838,Dorset,All personal budgets,All personal budgets,26,25,0,21,0,5
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000058,839,"Bournemouth, Christchurch and Poole",All personal budgets,All personal budgets,5,4,0,5,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,All personal budgets,All personal budgets,49,1,0,49,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,All personal budgets,All personal budgets,13,12,0,3,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,All personal budgets,All personal budgets,46,12,0,34,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,All personal budgets,All personal budgets,3,2,0,1,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,All personal budgets,All personal budgets,3,0,0,3,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,All personal budgets,All personal budgets,6,0,0,6,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,All personal budgets,All personal budgets,6,1,0,5,0,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,All personal budgets,All personal budgets,92,10,0,13,68,1
202021,Academic year,National,E92000001,England,,,,,,All personal budgets,All personal budgets,22233,2574,480,1630,18017,606
202021,Academic year,Regional,E92000001,England,E12000001,North East,,,,All personal budgets,All personal budgets,1511,273,85,76,1092,150
202021,Academic year,Regional,E92000001,England,E12000002,North West,,,,All personal budgets,All personal budgets,4673,226,44,151,4267,47
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,All personal budgets,All personal budgets,1775,231,149,130,1261,69
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,All personal budgets,All personal budgets,1488,291,1,108,1123,47
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,All personal budgets,All personal budgets,1562,196,28,230,1091,35
202021,Academic year,Regional,E92000001,England,E12000006,East of England,,,,All personal budgets,All personal budgets,4320,550,33,94,3826,96
202021,Academic year,Regional,E92000001,England,E12000007,London,,,,All personal budgets,All personal budgets,3723,446,54,275,3170,135
202021,Academic year,Regional,E92000001,England,E12000008,South East,,,,All personal budgets,All personal budgets,2295,230,47,306,1722,16
202021,Academic year,Regional,E92000001,England,E12000009,South West,,,,All personal budgets,All personal budgets,886,131,39,260,465,11
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,All personal budgets,All personal budgets,176,56,2,38,80,9
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,All personal budgets,All personal budgets,244,84,6,2,155,13
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,All personal budgets,All personal budgets,147,0,2,3,123,19
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,All personal budgets,All personal budgets,104,7,0,0,86,11
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,All personal budgets,All personal budgets,124,124,55,2,67,0
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,All personal budgets,All personal budgets,0,0,0,0,0,0
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,All personal budgets,All personal budgets,170,2,6,2,170,6
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,All personal budgets,All personal budgets,83,0,0,3,0,80
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,All personal budgets,All personal budgets,66,0,2,9,55,0
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,All personal budgets,All personal budgets,100,0,8,10,81,1
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,All personal budgets,All personal budgets,83,0,2,0,81,0
202021,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,All personal budgets,All personal budgets,214,0,2,7,194,11
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,All personal budgets,All personal budgets,1,0,0,0,0,1
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,All personal budgets,All personal budgets,102,37,0,18,47,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,All personal budgets,All personal budgets,135,0,7,2,116,10
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,All personal budgets,All personal budgets,84,3,2,8,71,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,All personal budgets,All personal budgets,193,0,0,6,187,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,All personal budgets,All personal budgets,46,2,3,4,34,3
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,All personal budgets,All personal budgets,270,71,15,12,172,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,All personal budgets,All personal budgets,1419,0,9,25,1385,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,All personal budgets,All personal budgets,228,0,1,19,208,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,All personal budgets,All personal budgets,5,0,0,3,0,2
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,All personal budgets,All personal budgets,64,0,1,15,48,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,All personal budgets,All personal budgets,163,0,4,4,151,4
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,All personal budgets,All personal budgets,40,0,0,6,34,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,All personal budgets,All personal budgets,180,62,2,0,167,11
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,All personal budgets,All personal budgets,255,46,0,0,209,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,All personal budgets,All personal budgets,210,0,0,10,191,9
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,All personal budgets,All personal budgets,175,5,0,0,170,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,All personal budgets,All personal budgets,615,0,0,10,603,2
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,All personal budgets,All personal budgets,25,0,0,0,25,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,All personal budgets,All personal budgets,71,0,0,0,71,0
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,All personal budgets,All personal budgets,89,0,0,0,84,5
202021,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,All personal budgets,All personal budgets,6,0,0,6,0,0
