time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,new_ehc_plans,mainstream_la_maintained,mainstream_la_maintained_resourced_provision,mainstream_la_maintained_senunit,mainstream_academy,mainstream_academy_resourced_provision,mainstream_academy_senunit,mainstream_free_school,mainstream_free_school_resourced_provision,mainstream_free_school_senunit,mainstream_independent,mainstream_total,mainstream_total_pc,special_la_maintained,special_academy_free,special_independent,special_non_maintained,special_total,special_total_pc,ap_pru_academy,ap_pru_free_school,ap_pru_la_maintained,ap_pru_total,AP_PRU_total_pc,general_fe_tertiary_colleges,specialist_post_16_institutions,ukrlp_provider,fe_total,fe_total_pc,elective_home_education,other_arrangements_la,other_arrangements_parents,online_provider,w_settings,other_schools,other_placement_settings,neet,neet_ntci,neet_other,neet_other_csa,ed_elsewhere,ed_elsewhere_pc,nm_early_years,nm_early_years_pc,placement_unknown,placement_unknown_pc,await_prov_2022,perm_ex_2022
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Ethnicity,White - Traveller of Irish heritage,1,1,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Ethnicity,White - White British,232,149,1,5,10,0,0,4,0,0,6,175,75.4,25,1,5,0,31,13.4,0,0,8,8,3.4,6,1,1,8,3.4,3,1,0,x,x,x,0,1,0,0,0,5,2.2,4,1.7,1,0.4,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,New EHC plans,New EHC plans,327,214,3,6,14,0,0,6,0,0,8,251,76.8,30,1,6,0,37,11.3,0,0,12,12,3.7,9,1,1,11,3.4,3,2,0,x,x,x,0,1,0,1,0,7,2.1,7,2.1,2,0.6,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Sex,Female,89,50,0,1,6,0,0,4,0,0,1,62,69.7,8,0,3,0,11,12.4,0,0,1,1,1.1,7,1,0,8,9,2,1,0,x,x,x,0,1,0,0,0,4,4.5,2,2.2,1,1.1,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Sex,Male,238,164,3,5,8,0,0,2,0,0,7,189,79.4,22,1,3,0,26,10.9,0,0,11,11,4.6,2,0,1,3,1.3,1,1,0,x,x,x,0,0,0,1,0,3,1.3,5,2.1,1,0.4,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 10,237,188,4,0,21,0,0,0,0,0,1,214,90.3,6,1,8,0,15,6.3,0,0,0,0,0,0,0,0,0,0,6,0,0,x,x,x,0,0,0,0,0,6,2.5,0,0,2,0.8,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 11,263,144,5,0,73,0,0,1,0,0,6,229,87.1,3,3,10,0,16,6.1,0,0,1,1,0.4,0,0,0,0,0,10,2,0,x,x,x,2,0,0,0,0,14,5.3,0,0,3,1.1,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 12,172,85,0,0,63,1,0,2,0,0,1,152,88.4,3,1,8,0,12,7,0,1,1,2,1.2,0,0,0,0,0,3,0,0,x,x,x,1,0,0,0,0,4,2.3,0,0,2,1.2,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 13,137,48,0,0,50,1,0,0,0,0,6,105,76.6,6,2,6,0,14,10.2,0,2,3,5,3.6,0,0,0,0,0,3,1,0,x,x,x,3,0,0,0,0,7,5.1,0,0,6,4.4,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 14,141,39,1,0,58,0,0,1,0,0,3,102,72.3,4,4,9,0,17,12.1,0,1,4,5,3.5,1,0,0,1,0.7,5,0,0,x,x,x,3,0,0,0,0,8,5.7,0,0,8,5.7,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 15,132,45,0,0,63,0,0,0,0,0,3,111,84.1,2,1,4,0,7,5.3,0,1,4,5,3.8,2,0,0,2,1.5,3,0,0,x,x,x,3,0,0,0,0,6,4.5,0,0,1,0.8,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 16,92,16,0,0,24,0,0,0,0,0,2,42,45.7,2,0,1,0,3,3.3,0,1,0,1,1.1,33,1,3,37,40.2,0,0,0,x,x,x,3,0,0,0,0,3,3.3,0,0,6,6.5,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 17,53,0,0,0,3,0,0,0,0,0,0,3,5.7,0,0,0,0,0,0,0,0,0,0,0,33,0,1,34,64.2,0,0,0,x,x,x,12,0,0,0,0,12,22.6,0,0,4,7.5,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 18,35,1,0,0,1,0,0,0,0,0,0,2,5.7,0,0,0,0,0,0,0,0,0,0,0,19,3,2,24,68.6,0,0,0,x,x,x,8,0,0,0,0,8,22.9,0,0,1,2.9,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,4,0,1,5,50,0,0,0,x,x,x,4,0,0,0,0,4,40,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 2 and under,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,0,0,0,0,0,1,50,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 20 and over,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,36.4,0,0,0,x,x,x,6,0,0,0,0,6,54.5,0,0,1,9.1,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 3,44,2,0,0,1,0,0,0,0,0,0,3,6.8,4,0,0,0,4,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,3,0,0,0,0,3,6.8,34,77.3,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 4,351,188,17,0,15,0,0,2,0,0,0,222,63.2,70,0,0,2,72,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,9,0,0,0,0,9,2.6,44,12.5,4,1.1,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 5,314,231,12,0,11,0,0,1,0,0,0,255,81.2,50,1,0,0,51,16.2,0,0,0,0,0,0,0,0,0,0,4,0,0,x,x,x,1,0,0,0,0,5,1.6,3,1,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 6,168,141,2,0,9,0,0,0,0,0,0,152,90.5,11,0,0,0,11,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,2,1.2,3,1.8,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 7,174,140,3,0,12,0,0,0,0,0,1,156,89.7,9,1,1,1,12,6.9,0,0,0,0,0,0,0,0,0,0,2,1,0,x,x,x,1,0,0,0,0,4,2.3,0,0,2,1.1,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 8,172,141,1,0,11,0,0,0,0,0,1,154,89.5,8,2,4,0,14,8.1,0,0,0,0,0,0,0,0,0,0,2,0,0,x,x,x,0,0,0,0,0,2,1.2,2,1.2,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Age when plan started,age 9,187,157,3,0,9,0,0,0,0,0,4,173,92.5,3,0,4,0,7,3.7,0,0,0,0,0,0,0,0,0,0,2,0,0,x,x,x,1,0,0,0,0,3,1.6,0,0,4,2.1,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Any other ethnic group,11,9,0,0,1,0,0,0,0,0,0,10,90.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9.1,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Asian - Any other Asian background,31,20,0,0,2,0,0,0,0,0,0,22,71,6,0,0,0,6,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,1,0,0,0,0,1,3.2,2,6.5,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Asian - Bangladeshi,3,3,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Asian - Chinese,3,2,0,0,1,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Asian - Indian,19,13,1,0,1,0,0,0,0,0,0,15,78.9,4,0,0,0,4,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Asian - Pakistani,9,7,0,0,0,0,0,0,0,0,0,7,77.8,2,0,0,0,2,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Black - Any other Black background,7,4,0,0,2,0,0,1,0,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Black - Black African,28,16,1,0,2,0,0,0,0,0,0,19,67.9,7,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,1,0,0,0,0,1,3.6,0,0,1,3.6,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Black - Black Caribbean,3,2,0,0,0,0,0,0,0,0,0,2,66.7,1,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Mixed - Any other Mixed background,47,29,1,0,8,1,0,0,0,0,0,39,83,2,0,0,0,2,4.3,0,0,0,0,0,0,1,0,1,2.1,1,0,0,x,x,x,1,0,0,0,0,2,4.3,3,6.4,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Mixed - White and Asian,18,6,1,0,5,0,0,0,0,0,0,12,66.7,1,0,1,0,2,11.1,0,0,0,0,0,1,0,0,1,5.6,0,0,0,x,x,x,1,0,0,0,0,1,5.6,2,11.1,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Mixed - White and Black African,21,12,0,0,3,0,0,1,0,0,0,16,76.2,3,0,0,0,3,14.3,0,0,0,0,0,1,0,0,1,4.8,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,4.8,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Mixed - White and Black Caribbean,27,15,1,0,6,0,0,1,0,0,0,23,85.2,0,0,1,0,1,3.7,0,0,1,1,3.7,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,2,7.4,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,Unclassified,107,29,0,0,18,0,0,1,0,0,7,55,51.4,3,2,7,1,13,12.1,0,0,0,0,0,7,0,0,7,6.5,3,1,0,x,x,x,19,0,0,0,0,23,21.5,7,6.5,2,1.9,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,White - Any other White background,76,53,0,0,8,0,0,0,0,0,1,62,81.6,6,0,0,0,6,7.9,0,0,0,0,0,2,0,0,2,2.6,1,0,0,x,x,x,0,0,0,0,0,1,1.3,4,5.3,1,1.3,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,White - Gypsy/Roma,19,16,0,0,1,0,0,0,0,0,0,17,89.5,0,0,0,0,0,0,0,0,1,1,5.3,0,0,0,0,0,0,0,1,x,x,x,0,0,0,0,0,1,5.3,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,White - Irish,4,2,1,0,1,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,White - Traveller of Irish heritage,1,1,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Ethnicity,White - White British,2261,1327,42,0,365,1,0,3,0,0,20,1758,77.8,146,15,47,2,210,9.3,0,6,11,17,0.8,84,3,7,94,4.2,35,3,0,x,x,x,37,0,0,0,0,75,3.3,67,3,40,1.8,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,New EHC plans,New EHC plans,2695,1566,48,0,424,2,0,7,0,0,28,2075,77,181,17,56,3,257,9.5,0,6,13,19,0.7,96,4,7,107,4,40,4,1,x,x,x,60,0,0,0,0,105,3.9,85,3.2,47,1.7,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Sex,Female,855,444,14,0,146,0,0,5,0,0,11,620,72.5,58,8,24,0,90,10.5,0,2,5,7,0.8,53,3,3,59,6.9,12,2,1,x,x,x,25,0,0,0,0,40,4.7,22,2.6,17,2,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Sex,Male,1840,1122,34,0,278,2,0,2,0,0,17,1455,79.1,123,9,32,3,167,9.1,0,4,8,12,0.7,43,1,4,48,2.6,28,2,0,x,x,x,35,0,0,0,0,65,3.5,63,3.4,30,1.6,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 10,15,6,0,0,7,0,0,0,0,0,0,13,86.7,0,2,0,0,2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 11,15,2,0,0,8,0,1,0,0,0,0,11,73.3,0,4,0,0,4,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 12,7,3,0,0,4,0,0,0,0,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 13,4,0,0,0,2,0,0,0,0,0,0,2,50,0,2,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 14,6,1,0,0,0,0,0,0,0,0,1,2,33.3,0,3,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,16.7,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 15,8,1,0,0,3,0,0,0,0,0,0,4,50,0,4,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,1,0,1,50,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,100,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,100,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 20 and over,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 4,53,3,0,3,19,0,4,0,0,0,0,29,54.7,1,21,0,0,22,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,1,1.9,1,1.9,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 5,41,10,0,4,12,0,3,0,0,0,0,29,70.7,0,11,0,0,11,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,1,2.4,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 6,13,5,0,2,6,0,0,0,0,0,0,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 7,18,5,0,0,9,0,3,0,0,0,0,17,94.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,5.6,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 8,14,5,0,0,7,0,0,0,0,0,1,13,92.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,x,x,x,0,0,0,0,0,1,7.1,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Age when plan started,age 9,8,4,0,0,4,0,0,0,0,0,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Any other ethnic group,4,0,0,0,2,0,0,0,0,0,0,2,50,0,2,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Asian - Any other Asian background,2,1,0,0,1,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Asian - Bangladeshi,4,0,0,0,1,0,1,0,0,0,0,2,50,0,2,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Asian - Chinese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Asian - Indian,2,0,0,0,1,0,0,0,0,0,0,1,50,0,1,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Asian - Pakistani,1,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Black - Any other Black background,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Black - Black African,12,2,0,1,5,0,1,0,0,0,0,9,75,0,3,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Black - Black Caribbean,2,1,0,0,0,0,0,0,0,0,0,1,50,0,1,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Mixed - Any other Mixed background,3,1,0,1,1,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Mixed - White and Asian,2,2,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Mixed - White and Black African,3,1,0,0,1,0,1,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,Unclassified,14,5,0,0,4,0,1,0,0,0,0,10,71.4,0,1,0,0,1,7.1,0,0,0,0,0,1,0,0,1,7.1,1,0,0,x,x,x,0,0,0,0,0,1,7.1,0,0,1,7.1,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,White - Any other White background,8,2,0,0,0,0,2,0,0,0,0,4,50,0,3,0,0,3,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,1,12.5,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Ethnicity,White - White British,151,30,0,6,65,0,5,0,0,0,2,108,71.5,1,33,0,0,34,22.5,0,0,0,0,0,5,0,0,5,3.3,0,0,0,x,x,x,0,0,0,1,0,1,0.7,1,0.7,2,1.3,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,New EHC plans,New EHC plans,210,45,0,9,81,0,11,0,0,0,2,148,70.5,1,48,0,0,49,23.3,0,0,0,0,0,6,0,0,6,2.9,1,0,0,x,x,x,0,0,0,1,0,2,1,2,1,3,1.4,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Sex,Female,64,13,0,4,28,0,1,0,0,0,1,47,73.4,0,12,0,0,12,18.8,0,0,0,0,0,3,0,0,3,4.7,0,0,0,x,x,x,0,0,0,1,0,1,1.6,1,1.6,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Sex,Male,146,32,0,5,53,0,10,0,0,0,1,101,69.2,1,36,0,0,37,25.3,0,0,0,0,0,3,0,0,3,2.1,1,0,0,x,x,x,0,0,0,0,0,1,0.7,1,0.7,3,2.1,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Age when plan started,age 10,25,8,0,0,9,0,0,1,0,0,1,19,76,5,0,0,0,5,20,0,0,1,1,4,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Age when plan started,age 11,18,4,0,0,7,0,0,1,0,0,0,12,66.7,2,3,1,0,6,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Age when plan started,age 12,13,4,1,0,5,0,0,0,0,0,0,10,76.9,0,1,0,0,1,7.7,0,0,0,0,0,0,0,0,0,0,0,1,0,x,x,x,0,0,0,0,1,2,15.4,0,0,0,0,x,x
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Age when plan started,age 13,7,1,1,0,3,0,0,0,0,0,0,5,71.4,1,0,0,0,1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,14.3,x,x
