time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,new_ehc_plans,mainstream_la_maintained,mainstream_la_maintained_resourced_provision,mainstream_la_maintained_senunit,mainstream_academy,mainstream_academy_resourced_provision,mainstream_academy_senunit,mainstream_free_school,mainstream_free_school_resourced_provision,mainstream_free_school_senunit,mainstream_independent,mainstream_total,mainstream_total_pc,special_la_maintained,special_academy_free,special_independent,special_non_maintained,special_total,special_total_pc,ap_pru_academy,ap_pru_free_school,ap_pru_la_maintained,ap_pru_total,AP_PRU_total_pc,general_fe_tertiary_colleges,specialist_post_16_institutions,ukrlp_provider,fe_total,fe_total_pc,elective_home_education,other_arrangements_la,other_arrangements_parents,online_provider,w_settings,other_schools,other_placement_settings,neet,neet_ntci,neet_other,neet_other_csa,ed_elsewhere,ed_elsewhere_pc,nm_early_years,nm_early_years_pc,placement_unknown,placement_unknown_pc,await_prov_2022,perm_ex_2022
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 17,19,0,0,0,2,0,0,0,0,0,1,3,15.8,0,0,0,0,0,0,0,0,3,3,15.8,10,0,0,10,52.6,0,1,0,x,x,x,0,1,0,1,0,3,15.8,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.1,5,0,1,6,66.7,0,1,0,x,x,x,0,1,0,0,0,2,22.2,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,100,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 2 and under,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,1,100,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 20 and over,6,0,0,0,1,0,0,0,0,0,0,1,16.7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,66.7,0,0,0,x,x,x,0,0,0,1,0,1,16.7,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 3,16,6,0,0,0,0,0,0,0,0,0,6,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,10,62.5,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 4,87,34,1,0,28,4,0,2,0,0,0,69,79.3,4,2,0,0,6,6.9,0,0,0,0,0,1,0,0,1,1.1,0,1,0,x,x,x,0,0,0,0,0,1,1.1,9,10.3,1,1.1,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 5,62,21,0,0,25,9,0,0,0,0,0,55,88.7,1,4,0,0,5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,1,0,0,0,1,2,3.2,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 6,50,13,2,0,19,8,0,2,0,0,0,44,88,1,4,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,0,0,0,0,0,1,2,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 7,42,13,0,0,20,2,0,1,0,0,1,37,88.1,0,4,0,0,4,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,1,1,2.4,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 8,56,15,0,0,25,2,0,0,0,0,0,42,75,4,6,0,0,10,17.9,0,0,1,1,1.8,0,0,0,0,0,1,0,0,x,x,x,0,0,0,0,2,3,5.4,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Age when plan started,age 9,43,24,1,0,14,1,0,0,0,0,0,40,93,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Any other ethnic group,10,2,0,0,3,2,0,0,0,0,0,7,70,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,1,0,0,0,1,10,1,10,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Asian - Any other Asian background,14,4,0,0,6,0,0,0,0,0,0,10,71.4,0,0,0,0,0,0,0,1,0,1,7.1,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,1,1,7.1,2,14.3,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Asian - Bangladeshi,11,4,0,0,5,1,0,0,0,0,0,10,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,1,0,0,0,0,1,9.1,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Asian - Chinese,2,1,0,0,1,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Asian - Indian,10,2,0,0,6,1,0,0,0,0,0,9,90,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Asian - Pakistani,19,10,0,0,7,1,0,0,0,0,1,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Black - Any other Black background,5,0,0,0,4,0,0,0,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Black - Black African,31,12,0,0,10,5,0,1,0,0,0,28,90.3,1,0,0,0,1,3.2,0,0,0,0,0,0,0,1,1,3.2,0,0,0,x,x,x,0,0,0,1,0,1,3.2,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Black - Black Caribbean,7,4,0,0,3,0,0,0,0,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Mixed - Any other Mixed background,28,5,1,0,8,1,0,1,0,0,0,16,57.1,0,5,2,0,7,25,0,1,0,1,3.6,0,0,0,0,0,0,1,0,x,x,x,0,0,0,0,2,3,10.7,1,3.6,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Mixed - White and Asian,9,1,0,0,4,0,0,0,0,0,0,5,55.6,0,0,0,0,0,0,0,0,1,1,11.1,1,0,0,1,11.1,0,0,1,x,x,x,0,0,0,0,1,2,22.2,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Mixed - White and Black African,8,1,0,0,3,0,0,1,0,0,0,5,62.5,1,0,0,0,1,12.5,0,0,1,1,12.5,0,0,1,1,12.5,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Mixed - White and Black Caribbean,39,11,0,0,22,0,0,0,0,0,0,33,84.6,0,0,1,0,1,2.6,0,1,1,2,5.1,2,0,0,2,5.1,0,0,0,x,x,x,1,0,0,0,0,1,2.6,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,Unclassified,77,7,2,0,37,9,0,3,0,0,2,60,77.9,3,2,1,0,6,7.8,1,0,1,2,2.6,0,0,1,1,1.3,0,2,0,x,x,x,0,0,0,1,1,4,5.2,4,5.2,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,White - Any other White background,33,11,1,0,13,1,0,0,0,0,0,26,78.8,1,0,1,0,2,6.1,0,0,0,0,0,3,0,0,3,9.1,0,0,0,x,x,x,0,0,0,0,2,2,6.1,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,White - Irish,4,1,0,0,1,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,1,0,0,0,0,1,25,0,0,1,25,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,White - Traveller of Irish heritage,1,0,0,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Ethnicity,White - White British,512,119,0,0,253,10,0,11,0,0,1,394,77,5,27,7,0,39,7.6,3,8,14,25,4.9,28,0,0,28,5.5,3,5,3,x,x,x,1,1,0,0,1,14,2.7,12,2.3,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",New EHC plans,New EHC plans,820,195,4,0,387,31,0,17,0,0,4,638,77.8,12,35,12,0,59,7.2,4,11,18,33,4,35,0,3,38,4.6,3,8,4,x,x,x,4,2,0,2,8,31,3.8,20,2.4,1,0.1,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Sex,Female,269,57,0,0,129,6,0,6,0,0,1,199,74,4,5,7,0,16,5.9,1,2,12,15,5.6,17,0,2,19,7.1,2,2,3,x,x,x,0,1,0,0,4,12,4.5,8,3,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Sex,Male,551,138,4,0,258,25,0,11,0,0,3,439,79.7,8,30,5,0,43,7.8,3,9,6,18,3.3,18,0,1,19,3.4,1,6,1,x,x,x,4,1,0,2,4,19,3.4,12,2.2,1,0.2,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 10,41,0,0,0,36,0,0,0,0,0,0,36,87.8,1,0,0,0,1,2.4,0,0,1,1,2.4,0,0,0,0,0,1,0,0,x,x,x,0,0,0,0,0,1,2.4,0,0,2,4.9,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 11,47,1,0,0,34,0,0,5,0,0,0,40,85.1,2,1,0,0,3,6.4,0,0,1,1,2.1,0,0,0,0,0,0,2,0,x,x,x,0,0,0,0,0,2,4.3,0,0,1,2.1,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 12,40,0,0,0,29,1,0,4,0,0,0,34,85,0,3,3,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 13,21,0,0,0,14,0,0,1,0,0,0,15,71.4,1,0,1,0,2,9.5,0,0,2,2,9.5,0,0,0,0,0,2,0,0,x,x,x,0,0,0,0,0,2,9.5,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 14,18,0,0,0,10,0,0,0,0,0,0,10,55.6,0,1,2,0,3,16.7,0,0,1,1,5.6,0,0,0,0,0,1,0,0,x,x,x,0,0,0,0,2,3,16.7,0,0,1,5.6,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 15,28,0,0,0,23,0,0,1,0,0,0,24,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,x,x,x,0,0,0,0,0,4,14.3,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 16,22,0,0,0,9,0,0,0,0,0,0,9,40.9,0,0,0,0,0,0,0,0,2,2,9.1,9,0,0,9,40.9,0,1,0,x,x,x,0,0,0,0,0,1,4.5,0,0,1,4.5,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 17,4,0,0,0,1,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,0,0,0,x,x,x,0,1,0,0,0,1,25,0,0,1,25,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 18,6,0,0,0,1,0,0,0,0,0,0,1,16.7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,66.7,0,1,0,x,x,x,0,0,0,0,0,1,16.7,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,90,0,0,0,x,x,x,1,0,0,0,0,1,10,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 20 and over,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.3,0,0,0,x,x,x,0,2,0,0,0,2,66.7,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 3,6,0,0,0,1,0,0,0,0,0,0,1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,5,83.3,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 4,45,0,0,0,29,0,4,0,0,0,0,33,73.3,3,0,0,0,3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,9,20,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 5,37,1,0,0,31,0,1,0,0,0,0,33,89.2,2,0,0,0,2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,2,5.4,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 6,22,0,0,0,21,0,0,0,0,0,0,21,95.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,x,x,x,0,0,0,0,0,1,4.5,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 7,19,1,0,0,13,0,0,1,0,0,0,15,78.9,2,1,0,0,3,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,5.3,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 8,29,0,0,0,26,0,0,0,0,0,1,27,93.1,0,0,0,0,0,0,0,0,1,1,3.4,0,0,0,0,0,1,0,0,x,x,x,0,0,0,0,0,1,3.4,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Age when plan started,age 9,34,1,0,0,26,0,1,0,0,0,1,29,85.3,0,0,0,0,0,0,0,0,2,2,5.9,0,0,0,0,0,1,1,0,x,x,x,0,0,0,0,0,2,5.9,0,0,1,2.9,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Asian - Any other Asian background,4,0,0,0,3,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,1,25,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Asian - Bangladeshi,1,0,0,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Asian - Chinese,1,0,0,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Asian - Indian,1,0,0,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Black - Black African,2,0,0,0,2,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Mixed - Any other Mixed background,5,0,0,0,4,0,0,0,0,0,0,4,80,0,1,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Mixed - White and Asian,1,0,0,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Mixed - White and Black African,4,0,0,0,4,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Mixed - White and Black Caribbean,5,0,0,0,4,0,0,0,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,1,0,0,0,1,20,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,Unclassified,24,1,0,0,13,0,2,1,0,0,0,17,70.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.2,0,0,0,x,x,x,0,1,0,0,0,1,4.2,4,16.7,1,4.2,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,White - Any other White background,12,0,0,0,10,0,0,0,0,0,0,10,83.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.3,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,8.3,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,White - Gypsy/Roma,1,0,0,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,White - Traveller of Irish heritage,2,0,0,0,2,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Ethnicity,White - White British,369,3,0,0,257,1,4,11,0,0,2,278,75.3,11,5,6,0,22,6,0,0,10,10,2.7,22,0,0,22,6,10,6,0,x,x,x,1,1,0,0,2,20,5.4,9,2.4,8,2.2,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,New EHC plans,New EHC plans,432,4,0,0,304,1,6,12,0,0,2,329,76.2,11,6,6,0,23,5.3,0,0,10,10,2.3,24,0,0,24,5.6,10,6,0,x,x,x,1,3,0,0,2,22,5.1,14,3.2,10,2.3,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Sex,Female,152,0,0,0,110,1,0,5,0,0,1,117,77,0,1,4,0,5,3.3,0,0,2,2,1.3,12,0,0,12,7.9,2,4,0,x,x,x,1,1,0,0,1,9,5.9,4,2.6,3,2,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Sex,Male,280,4,0,0,194,0,6,7,0,0,1,212,75.7,11,5,2,0,18,6.4,0,0,8,8,2.9,12,0,0,12,4.3,8,2,0,x,x,x,0,2,0,0,1,13,4.6,10,3.6,7,2.5,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 10,26,16,0,0,9,0,0,0,0,0,0,25,96.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,3.8,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 11,47,10,0,0,30,1,0,0,0,0,0,41,87.2,1,1,1,0,3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,1,1,2.1,0,0,2,4.3,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 12,29,2,0,0,16,2,0,0,0,0,1,21,72.4,2,4,0,0,6,20.7,0,0,0,0,0,0,0,0,0,0,1,0,0,x,x,x,1,0,0,0,0,2,6.9,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 13,26,1,0,0,21,0,0,0,0,0,0,22,84.6,0,0,2,0,2,7.7,0,0,1,1,3.8,0,0,0,0,0,0,0,0,x,x,x,1,0,0,0,0,1,3.8,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 14,17,1,0,0,11,0,0,0,0,0,0,12,70.6,1,0,1,0,2,11.8,0,1,1,2,11.8,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,5.9,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 15,24,0,0,0,20,0,0,1,0,0,0,21,87.5,0,0,1,0,1,4.2,0,0,1,1,4.2,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,4.2,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 16,5,0,0,0,1,0,0,1,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,60,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 17,13,0,0,0,1,1,0,1,0,0,0,3,23.1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,6,46.2,0,1,0,x,x,x,0,0,0,0,0,1,7.7,0,0,3,23.1,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,x,x,x,0,0,0,0,0,1,100,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,1,100,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 2 and under,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,2,100,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 20 and over,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,0,0,0,x,x,x,1,0,0,0,0,1,50,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,8,88.9,1,11.1,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 4,48,18,0,0,14,1,2,1,0,0,0,36,75,4,1,0,0,5,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,7,14.6,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 5,55,31,0,0,18,1,1,2,0,0,0,53,96.4,2,0,0,0,2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 6,39,20,0,0,16,0,0,1,0,0,0,37,94.9,1,1,0,0,2,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
2023,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Age when plan started,age 7,34,18,0,0,14,0,0,0,0,0,0,32,94.1,2,0,0,0,2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,x,x
