time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,num_new_plans,pc_new_plans
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Ethnicity minor,Gypsy/Roma,2,0.600600601
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Ethnicity minor,Indian,2,0.600600601
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Ethnicity minor,Irish,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Ethnicity minor,Irish traveller,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Ethnicity minor,Pakistani,2,0.600600601
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Ethnicity minor,Unknown,18,5.405405405
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Ethnicity minor,White and Asian,1,0.3003003
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Ethnicity minor,White and Black African,4,1.201201201
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Ethnicity minor,White and Black Caribbean,2,0.600600601
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Sex,Female,100,30.03003003
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Sex,Male,233,69.96996997
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Sex,Not known,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Total,Total,333,100
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity major,Asian/Asian British,1,0.892857143
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity major,Black/African/Caribbean/Black British,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity major,Mixed/Multiple ethnic groups,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity major,Other ethnic group,1,0.892857143
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity major,Unknown,2,1.785714286
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity major,White,108,96.42857143
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity minor,African,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity minor,Any other Asian background,0,0
