time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,age,ehcp_or_statement,num_new_plans,pc_new_plans
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Age 16 to 19,Total,56,3.34728
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Age 20 to 25,EHCP,0,0
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Age 20 to 25,Total,0,0
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Age 5 to 10,EHCP,890,53.197848
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Age 5 to 10,Total,890,53.197848
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Total,EHCP,1673,100
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Total,Total,1673,100
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Under 5,EHCP,328,19.605499
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Under 5,Total,328,19.605499
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 11 to 15,EHCP,331,24.055233
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 11 to 15,Total,331,24.055233
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 16 to 19,EHCP,51,3.706395
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 16 to 19,Total,51,3.706395
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 20 to 25,EHCP,7,0.508721
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 20 to 25,Total,7,0.508721
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 5 to 10,EHCP,708,51.453488
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Age 5 to 10,Total,708,51.453488
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Total,EHCP,1376,100
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Total,Total,1376,100
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Under 5,EHCP,279,20.276163
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Under 5,Total,279,20.276163
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 11 to 15,EHCP,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 11 to 15,Statement,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 11 to 15,Total,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 16 to 19,EHCP,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 16 to 19,Statement,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 16 to 19,Total,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 20 to 25,EHCP,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 20 to 25,Statement,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 20 to 25,Total,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 5 to 10,EHCP,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 5 to 10,Statement,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Age 5 to 10,Total,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Total,EHCP,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Total,Statement,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Total,Total,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Under 5,EHCP,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Under 5,Statement,x,x
2023,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Under 5,Total,x,x
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 11 to 15,EHCP,659,28.283262
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 11 to 15,Total,659,28.283262
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 16 to 19,EHCP,109,4.678112
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 16 to 19,Total,109,4.678112
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 20 to 25,EHCP,3,0.128755
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 20 to 25,Total,3,0.128755
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 5 to 10,EHCP,1084,46.523605
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Age 5 to 10,Total,1084,46.523605
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Total,EHCP,2330,100
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Total,Total,2330,100
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Under 5,EHCP,475,20.386266
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Under 5,Total,475,20.386266
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 11 to 15,EHCP,349,33.525456
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 11 to 15,Total,349,33.525456
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 16 to 19,EHCP,74,7.108549
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 16 to 19,Total,74,7.108549
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 20 to 25,EHCP,4,0.384246
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 20 to 25,Total,4,0.384246
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 5 to 10,EHCP,393,37.752161
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Age 5 to 10,Total,393,37.752161
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Total,EHCP,1041,100
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Total,Total,1041,100
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Under 5,EHCP,221,21.229587
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Under 5,Total,221,21.229587
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 11 to 15,EHCP,2520,19.689038
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 11 to 15,Statement,z,z
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 11 to 15,Total,2520,19.689038
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 16 to 19,EHCP,579,4.523791
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 16 to 19,Statement,z,z
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 16 to 19,Total,579,4.523791
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 20 to 25,EHCP,35,0.273459
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 20 to 25,Statement,z,z
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 20 to 25,Total,35,0.273459
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 5 to 10,EHCP,6023,47.058364
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 5 to 10,Statement,z,z
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age 5 to 10,Total,6023,47.058364
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Total,EHCP,12799,100
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Total,Statement,z,z
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Total,Total,12799,100
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Under 5,EHCP,3642,28.455348
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Under 5,Statement,z,z
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Under 5,Total,3642,28.455348
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 11 to 15,EHCP,2,40
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 11 to 15,Total,2,40
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 16 to 19,EHCP,0,0
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 16 to 19,Total,0,0
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 20 to 25,EHCP,0,0
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 20 to 25,Total,0,0
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 5 to 10,EHCP,2,40
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Age 5 to 10,Total,2,40
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Total,EHCP,5,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Total,Total,5,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Under 5,EHCP,1,20
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,Under 5,Total,1,20
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 11 to 15,EHCP,95,17.82364
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 11 to 15,Total,95,17.82364
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 16 to 19,EHCP,12,2.251407
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 16 to 19,Total,12,2.251407
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 20 to 25,EHCP,0,0
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 20 to 25,Total,0,0
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 5 to 10,EHCP,301,56.472795
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Age 5 to 10,Total,301,56.472795
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Total,EHCP,533,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Total,Total,533,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Under 5,EHCP,125,23.452158
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,Under 5,Total,125,23.452158
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 11 to 15,EHCP,94,15.384615
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 11 to 15,Total,94,15.384615
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 16 to 19,EHCP,29,4.746318
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 16 to 19,Total,29,4.746318
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 20 to 25,EHCP,2,0.327332
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 20 to 25,Total,2,0.327332
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 5 to 10,EHCP,271,44.353519
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Age 5 to 10,Total,271,44.353519
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Total,EHCP,611,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Total,Total,611,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Under 5,EHCP,215,35.188216
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,Under 5,Total,215,35.188216
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 11 to 15,EHCP,92,22.439024
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 11 to 15,Total,92,22.439024
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 16 to 19,EHCP,12,2.926829
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 16 to 19,Total,12,2.926829
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 20 to 25,EHCP,0,0
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 20 to 25,Total,0,0
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 5 to 10,EHCP,182,44.390244
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Age 5 to 10,Total,182,44.390244
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Total,EHCP,410,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Total,Total,410,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Under 5,EHCP,124,30.243902
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Under 5,Total,124,30.243902
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 11 to 15,EHCP,53,11.471861
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 11 to 15,Total,53,11.471861
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 16 to 19,EHCP,6,1.298701
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 16 to 19,Total,6,1.298701
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 20 to 25,EHCP,3,0.649351
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 20 to 25,Total,3,0.649351
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 5 to 10,EHCP,230,49.78355
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Age 5 to 10,Total,230,49.78355
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Total,EHCP,462,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Total,Total,462,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Under 5,EHCP,170,36.796537
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Under 5,Total,170,36.796537
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 11 to 15,EHCP,158,27.33564
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 11 to 15,Total,158,27.33564
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 16 to 19,EHCP,31,5.363322
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 16 to 19,Total,31,5.363322
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 20 to 25,EHCP,1,0.17301
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 20 to 25,Total,1,0.17301
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 5 to 10,EHCP,246,42.560554
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Age 5 to 10,Total,246,42.560554
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Total,EHCP,578,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Total,Total,578,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Under 5,EHCP,142,24.567474
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,Under 5,Total,142,24.567474
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 11 to 15,EHCP,40,22.222222
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 11 to 15,Total,40,22.222222
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 16 to 19,EHCP,9,5
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 16 to 19,Total,9,5
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 20 to 25,EHCP,2,1.111111
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 20 to 25,Total,2,1.111111
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 5 to 10,EHCP,84,46.666667
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Age 5 to 10,Total,84,46.666667
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Total,EHCP,180,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Total,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Total,Total,180,100
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Under 5,EHCP,45,25
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Under 5,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,Under 5,Total,45,25
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 11 to 15,EHCP,158,22.799423
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 11 to 15,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 11 to 15,Total,158,22.799423
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 16 to 19,EHCP,23,3.318903
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 16 to 19,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 16 to 19,Total,23,3.318903
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 20 to 25,EHCP,1,0.1443
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 20 to 25,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 20 to 25,Total,1,0.1443
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 5 to 10,EHCP,306,44.155844
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 5 to 10,Statement,z,z
2023,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,Age 5 to 10,Total,306,44.155844
