time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,age,ehcp_or_statement,num_caseload,pc_caseload,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Total,Total,3975,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Under 5,EHCP,117,2.9434,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Under 5,Total,117,2.9434,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 11 to 15,EHCP,1017,38.3774,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 11 to 15,Total,1017,38.37736,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 16 to 19,EHCP,568,21.434,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 16 to 19,Total,568,21.43396,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 20 to 25,EHCP,37,1.39623,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 20 to 25,Total,37,1.39623,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 5 to 10,EHCP,917,34.6038,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Age 5 to 10,Total,917,34.60377,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Total,EHCP,2650,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Total,Total,2650,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Under 5,EHCP,111,4.18868,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Under 5,Total,111,4.18868,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 11 to 15,EHCP,748,35.8925,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 11 to 15,Total,748,35.89251,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 16 to 19,EHCP,389,18.666,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 16 to 19,Total,389,18.66603,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 20 to 25,EHCP,83,3.98273,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 20 to 25,Total,83,3.98273,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 5 to 10,EHCP,781,37.476,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Age 5 to 10,Total,781,37.47601,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Total,EHCP,2084,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Total,Total,2084,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Under 5,EHCP,83,3.98273,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Under 5,Total,83,3.98273,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 11 to 15,EHCP,782,38.2022,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 11 to 15,Total,782,38.20225,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 16 to 19,EHCP,441,21.5437,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 16 to 19,Total,441,21.54372,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 20 to 25,EHCP,121,5.91109,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 20 to 25,Total,121,5.91109,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 5 to 10,EHCP,607,29.6532,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Age 5 to 10,Total,607,29.65315,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Total,EHCP,2047,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Total,Total,2047,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Under 5,EHCP,96,4.68979,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Under 5,Total,96,4.68979,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 11 to 15,EHCP,555,37.3486,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 11 to 15,Total,555,37.34859,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 16 to 19,EHCP,342,23.0148,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 16 to 19,Total,342,23.0148,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 20 to 25,EHCP,105,7.06595,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 20 to 25,Total,105,7.06595,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 5 to 10,EHCP,415,27.9273,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Age 5 to 10,Total,415,27.92732,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Total,EHCP,1486,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Total,Total,1486,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Under 5,EHCP,69,4.64334,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Under 5,Total,69,4.64334,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 11 to 15,EHCP,781,35.4678,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 11 to 15,Total,781,35.46776,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 16 to 19,EHCP,500,22.7066,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 16 to 19,Total,500,22.70663,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 20 to 25,EHCP,170,7.72025,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 20 to 25,Total,170,7.72025,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 5 to 10,EHCP,668,30.3361,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Age 5 to 10,Total,668,30.33606,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Total,EHCP,2202,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Total,Total,2202,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Under 5,EHCP,83,3.7693,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Under 5,Total,83,3.7693,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 11 to 15,EHCP,559,38.8464,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 11 to 15,Total,559,38.84642,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 16 to 19,EHCP,248,17.2342,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 16 to 19,Total,248,17.23419,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 20 to 25,EHCP,21,1.45935,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 20 to 25,Total,21,1.45935,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 5 to 10,EHCP,558,38.7769,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Age 5 to 10,Total,558,38.77693,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Total,EHCP,1439,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Total,Total,1439,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Under 5,EHCP,53,3.68311,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Under 5,Total,53,3.68311,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 11 to 15,EHCP,23012,35.6742,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 11 to 15,Total,23012,35.6742,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 16 to 19,EHCP,13515,20.9515,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 16 to 19,Total,13515,20.95154,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 20 to 25,EHCP,3996,6.19477,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 20 to 25,Total,3996,6.19477,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 5 to 10,EHCP,21147,32.783,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Age 5 to 10,Total,21147,32.783,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Total,EHCP,64506,100,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Total,Total,64506,100,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Under 5,EHCP,2836,4.39649,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,Under 5,Total,2836,4.39649,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 11 to 15,EHCP,442,37.1741,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 11 to 15,Total,442,37.1741,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 16 to 19,EHCP,222,18.6712,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 16 to 19,Total,222,18.67115,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 20 to 25,EHCP,42,3.53238,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 20 to 25,Total,42,3.53238,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 5 to 10,EHCP,353,29.6888,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Age 5 to 10,Total,353,29.68881,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Total,EHCP,1189,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Total,Total,1189,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Under 5,EHCP,130,10.9336,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Under 5,Total,130,10.93356,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 11 to 15,EHCP,630,36.3952,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 11 to 15,Total,630,36.39515,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 16 to 19,EHCP,463,26.7475,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 16 to 19,Total,463,26.74754,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 20 to 25,EHCP,95,5.48816,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 20 to 25,Total,95,5.48816,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 5 to 10,EHCP,482,27.8452,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Age 5 to 10,Total,482,27.84518,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Total,EHCP,1731,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Total,Total,1731,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Under 5,EHCP,61,3.52397,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Under 5,Total,61,3.52397,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 11 to 15,EHCP,364,34.5351,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 11 to 15,Total,364,34.5351,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 16 to 19,EHCP,124,11.7647,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 16 to 19,Total,124,11.76471,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 20 to 25,EHCP,8,0.75901,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 20 to 25,Total,8,0.75901,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 5 to 10,EHCP,515,48.8615,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Age 5 to 10,Total,515,48.86148,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Total,EHCP,1054,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Total,Total,1054,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Under 5,EHCP,43,4.0797,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Under 5,Total,43,4.0797,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 11 to 15,EHCP,443,35.4684,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 11 to 15,Total,443,35.46837,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 16 to 19,EHCP,262,20.9768,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 16 to 19,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 16 to 19,Total,262,20.97678,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 20 to 25,EHCP,72,5.76461,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 20 to 25,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 20 to 25,Total,72,5.76461,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 5 to 10,EHCP,391,31.305,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 5 to 10,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Age 5 to 10,Total,391,31.30504,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Total,EHCP,1249,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Total,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Total,Total,1249,100,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Under 5,EHCP,81,6.48519,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Under 5,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Under 5,Total,81,6.48519,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,Age 11 to 15,EHCP,1278,37.456,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,Age 11 to 15,Statement,z,z,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,Age 11 to 15,Total,1278,37.45604,,,,,,,,
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,Age 16 to 19,EHCP,636,18.6401,,,,,,,,
