time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,ehcp_or_statement,age,weeks,num_children_yp
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,EHCP,Total,38 to 51,1
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,EHCP,Total,52,11
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,11 to 15,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,16 to 19,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,5 to 10,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,11 to 15,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,16 to 19,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,20 to 25,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,Total,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,EHCP,Total,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,11 to 15,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,16 to 19,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,5 to 10,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,11 to 15,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,16 to 19,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,20 to 25,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,Total,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,EHCP,Total,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,11 to 15,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,16 to 19,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,5 to 10,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,11 to 15,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,16 to 19,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,20 to 25,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,Total,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,EHCP,Total,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,11 to 15,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,16 to 19,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,5 to 10,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,11 to 15,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,16 to 19,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,20 to 25,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,Total,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,EHCP,Total,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,11 to 15,38 to 51,1
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,16 to 19,38 to 51,1
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,5 to 10,52,1
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,11 to 15,52,5
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,16 to 19,52,0
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,20 to 25,52,1
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,Total,38 to 51,2
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,EHCP,Total,52,7
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,11 to 15,38 to 51,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,16 to 19,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,5 to 10,52,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,11 to 15,52,7
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,16 to 19,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,20 to 25,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,Total,38 to 51,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,EHCP,Total,52,8
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,11 to 15,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,16 to 19,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,5 to 10,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,11 to 15,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,16 to 19,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,20 to 25,52,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,Total,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,EHCP,Total,52,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,11 to 15,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,16 to 19,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,5 to 10,52,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,11 to 15,52,2
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,16 to 19,52,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,20 to 25,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,Total,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,EHCP,Total,52,4
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,11 to 15,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,16 to 19,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,5 to 10,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,11 to 15,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,16 to 19,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,20 to 25,52,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,16 to 19,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,under 5,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,5 to 10,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,11 to 15,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,16 to 19,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,Total,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,EHCP,Total,52,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,Total,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,statement,Total,52,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,under 5,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,5 to 10,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,11 to 15,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,16 to 19,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,20 to 25,38 to 51,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,under 5,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,5 to 10,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,11 to 15,52,9
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,16 to 19,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,EHCP,20 to 25,52,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,statement,under 5,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,statement,5 to 10,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,statement,11 to 15,38 to 51,z
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,statement,16 to 19,38 to 51,z
